img1,img2,aruco_yaw_deg,aruco_roll_deg,aruco_pitch_deg,core_yaw_deg,core_roll_deg,core_pitch_deg,rot_err_deg,euler_rms_err_deg,t_dir_err_deg,used_core_inverse
20260121172027.JPG,20260121172118.JPG,-14.458812,9.169243,-43.715632,-9.496879,1.943308,-50.776265,8.595793,6.498396,9.086590,0
20260121172000.JPG,20260121172126.JPG,-2.054399,-0.637784,-10.978271,-1.651091,-0.283584,-7.303567,3.719793,2.144105,2.373029,0
20260121172007.JPG,20260121172027.JPG,4.688304,-1.991387,17.969441,3.243221,0.401231,18.509960,3.204543,1.643680,16.526486,0
20260121171953.JPG,20260121172201.JPG,-7.076031,5.001675,-24.759334,-6.281601,0.538256,-22.447597,4.801514,2.938103,11.298636,0
20260121172007.JPG,20260121172151.JPG,-7.147258,1.843092,-33.485755,-6.970949,1.384032,-33.412807,0.397388,0.287020,0.458821,0
20260121171953.JPG,20260121172226.JPG,-1.228518,1.145107,-5.770673,-0.853142,-0.391366,-4.563085,1.963655,1.148902,3.186744,0
20260121172013.JPG,20260121172146.JPG,-22.740747,15.209603,-59.184504,-20.130081,11.860344,-61.514659,2.874189,2.796589,2.362393,0
20260121152638.JPG,20260121172210.JPG,8.006616,4.693178,34.144931,6.835934,2.985623,29.966758,4.429333,2.692171,1.961789,0
20260121152658.JPG,20260121172017.JPG,4.007874,0.053556,17.726518,3.903383,0.306490,18.567124,0.893294,0.510396,2.924220,0
20260121152631.JPG,20260121172035.JPG,3.203559,-1.012632,12.044808,3.210583,-1.297497,12.391417,0.449646,0.259059,0.459756,0
20260121152638.JPG,20260121172022.JPG,20.850602,13.293014,65.315517,24.215468,18.871287,66.080203,2.967834,3.787004,2.284507,0
20260121172035.JPG,20260121172118.JPG,-9.163047,4.297282,-33.063664,-8.751854,3.267008,-36.966351,3.996846,2.342471,3.139305,0
20260121172057.JPG,20260121172126.JPG,-6.373760,4.143830,-25.641667,-4.664692,0.580522,-23.492410,3.894946,2.597267,3.520456,0
20260121152631.JPG,20260121172151.JPG,-5.514043,0.849599,-28.335425,-6.129395,2.043138,-27.620928,1.274579,0.878199,0.769559,0
20260121172022.JPG,20260121172126.JPG,-11.544444,8.222054,-40.577910,-2.956001,1.818113,-13.911354,27.801518,16.591936,63.467975,1
20260121172022.JPG,20260121172210.JPG,-7.261592,4.401821,-31.321492,-2.495649,-3.292250,-29.251976,7.012317,5.360219,8.021840,0
20260121172035.JPG,20260121172226.JPG,-3.718809,1.041457,-18.748163,-3.432092,0.431495,-17.281462,1.580276,0.931928,0.598006,0
20260121172000.JPG,20260121172110.JPG,3.513667,-2.478947,15.658897,3.121903,0.461397,17.682041,3.681331,2.073018,8.192369,0
20260121152638.JPG,20260121172102.JPG,13.160756,7.213492,50.489877,13.954361,7.676117,54.312611,3.856803,2.269884,0.548122,0
20260121172007.JPG,20260121172102.JPG,-0.107609,-1.406171,-4.658965,-0.560271,-0.029696,-4.818439,1.421991,0.841629,6.280732,0
20260121172013.JPG,20260121172022.JPG,-3.188025,0.260959,-10.041538,-2.492585,-0.701133,-10.570557,1.204032,0.750359,5.485513,0
20260121172110.JPG,20260121172155.JPG,-6.560894,2.392165,-30.844900,-6.299030,2.333932,-28.900650,1.958794,1.133148,1.690118,0
20260121172155.JPG,20260121172210.JPG,2.586306,0.460391,13.891059,2.357219,-0.481328,13.591243,0.962659,0.585720,2.159687,0
20260121172057.JPG,20260121172118.JPG,-5.730474,2.882077,-21.528430,-4.978676,0.555442,-24.660392,3.796536,2.294023,5.909473,0
20260121152644.JPG,20260121172151.JPG,0.394544,3.188229,0.683909,0.197399,1.352086,2.707929,2.735902,1.581871,17.789645,1
20260121152638.JPG,20260121172057.JPG,12.891375,7.164342,50.296084,11.442765,4.460998,50.042969,1.858967,1.776758,1.672068,0
20260121172022.JPG,20260121172219.JPG,-4.071383,2.018837,-21.453486,11.179888,-19.128931,-5.629686,27.782762,17.608918,31.011983,0
20260121152658.JPG,20260121152708.JPG,-3.342561,1.086888,-21.588871,-2.859990,0.895092,-18.102464,3.515930,2.035084,0.965671,0
20260121172057.JPG,20260121172201.JPG,-7.098818,4.507842,-26.071616,-6.142531,0.876093,-23.317651,4.333964,2.688767,6.387326,0
20260121152631.JPG,20260121152644.JPG,-4.174970,-2.706613,-29.297042,-2.256059,-5.996737,-25.173973,5.071472,3.240722,2.502672,0
20260121172035.JPG,20260121172151.JPG,-10.215473,4.861906,-40.176881,-6.503903,13.459259,-6.934963,34.872415,19.939202,60.750021,1
20260121172027.JPG,20260121172057.JPG,-5.623080,2.614731,-22.689622,-4.467138,1.281874,-25.088196,2.759965,1.719095,7.286164,0
20260121172007.JPG,20260121172219.JPG,-1.354959,-1.302945,-11.050062,-1.884208,-0.852535,-10.095563,1.143044,0.681675,1.517552,0
20260121172013.JPG,20260121172226.JPG,-8.670362,4.631258,-32.134874,-3.086458,-2.851993,-32.692847,6.531537,5.400319,8.427118,0
20260121172118.JPG,20260121172146.JPG,-2.378762,-1.305195,-13.373273,-1.997139,0.079396,-9.789856,3.887817,2.228872,4.055681,0
20260121152708.JPG,20260121172027.JPG,10.058210,1.694126,46.559227,9.495358,3.236305,44.900991,2.586081,1.347203,3.762966,0
20260121152631.JPG,20260121172146.JPG,-7.297163,0.791076,-34.643400,-6.515198,-0.187642,-32.833068,1.999091,1.271045,0.826487,0
20260121172118.JPG,20260121172201.JPG,-0.752630,1.002311,-4.674287,0.032050,0.047857,-1.319019,3.564514,2.064342,10.973620,0
20260121172017.JPG,20260121172219.JPG,-4.351162,1.286611,-21.745218,-4.204882,-0.681628,-21.302179,1.969864,1.167854,2.663471,0
20260121172022.JPG,20260121172226.JPG,-4.410777,2.694155,-22.305913,-3.894958,1.568413,-21.740906,1.190414,0.785833,0.618156,0
20260121172017.JPG,20260121172052.JPG,0.745437,-1.467544,-3.746434,-0.194459,-0.168413,-2.276888,2.145279,1.255748,6.457423,0
20260121172013.JPG,20260121172110.JPG,-6.795079,3.290017,-24.323172,-4.662843,0.517602,-19.176951,5.858735,3.592414,16.331295,0
20260121172110.JPG,20260121172226.JPG,-1.253710,0.207591,-7.897613,-1.319113,0.676789,-5.763202,2.184675,1.262290,6.127333,0
20260121172201.JPG,20260121172210.JPG,2.477734,-1.562775,10.138577,2.277855,0.261032,10.549253,1.914621,1.085492,36.347530,0
20260121152638.JPG,20260121152644.JPG,3.147524,-0.243530,21.201967,4.381837,1.247651,25.386272,4.449470,2.661802,3.152789,0
20260121172007.JPG,20260121172146.JPG,-9.063122,2.013966,-39.792440,-8.923555,2.464613,-39.284245,0.748933,0.400343,0.775334,0
20260121152708.JPG,20260121172102.JPG,4.238059,0.071860,23.960980,3.804646,0.668339,19.899515,4.151150,2.383214,2.686797,0
20260121152708.JPG,20260121172110.JPG,4.315584,0.615014,24.547630,3.640159,0.704845,20.222337,4.383883,2.528005,1.166184,0
20260121152638.JPG,20260121152658.JPG,11.728360,6.782324,48.158896,9.214804,1.520699,48.591245,3.796739,3.375875,3.235134,0
20260121152631.JPG,20260121172027.JPG,5.875189,-1.727360,23.189900,5.669873,-1.706767,24.446452,1.274722,0.735188,1.478878,0
20260121172022.JPG,20260121172027.JPG,2.264169,0.030052,7.508276,2.134919,0.925316,7.607542,0.926551,0.525375,31.036418,0
20260121152638.JPG,20260121172226.JPG,10.805561,5.842616,43.244108,5.026461,-6.691287,46.077389,9.827406,8.134785,7.094487,0
20260121152631.JPG,20260121172000.JPG,-3.337001,2.144572,-14.342958,-3.833393,4.050153,-10.841067,3.965747,2.319546,3.478812,0
20260121172027.JPG,20260121172126.JPG,-16.452578,11.762557,-47.585274,-11.689849,5.377051,-48.625665,4.387633,4.638271,3.471027,0
20260121152644.JPG,20260121172007.JPG,7.862624,5.991520,34.111544,6.486459,1.903388,30.461411,5.090385,3.262419,3.986466,0
20260121152638.JPG,20260121172027.JPG,31.337981,22.102075,72.129017,33.025565,22.869901,74.224678,2.312604,1.615477,0.998315,0
20260121172007.JPG,20260121172035.JPG,2.001117,-1.056500,6.840894,1.565029,-0.040763,7.273782,1.232120,0.685392,5.819708,0
20260121172126.JPG,20260121172155.JPG,-0.629300,-1.684667,-4.236561,-0.941684,0.022167,-5.052783,1.894908,1.107111,7.050155,0
20260121172126.JPG,20260121172151.JPG,-0.611469,-1.431574,-2.878468,-0.599550,-1.205799,-5.220075,2.352576,1.358215,12.683611,0
20260121172007.JPG,20260121172022.JPG,2.339321,-2.343949,10.468874,1.593695,-1.135807,14.087590,3.936137,2.244302,17.979648,0
20260121152708.JPG,20260121172022.JPG,6.878134,0.347029,39.115822,6.441191,0.862371,37.152071,2.142633,1.199002,3.047208,0
20260121152658.JPG,20260121172126.JPG,-5.258847,3.467666,-23.563047,-4.631590,2.262708,-21.471760,2.374806,1.439775,1.461405,0
20260121172102.JPG,20260121172126.JPG,-6.646023,4.275183,-25.820014,-5.108474,1.045784,-23.577076,3.697559,2.437475,3.852444,0
20260121172022.JPG,20260121172057.JPG,-2.944193,1.622981,-15.268962,-2.549389,1.295709,-16.668311,1.466303,0.860456,3.233572,0
20260121152708.JPG,20260121172118.JPG,-0.901822,1.276127,2.084636,1.534082,0.346255,4.152614,3.364584,1.921356,19.354590,1
20260121172027.JPG,20260121172102.JPG,-5.378306,2.580215,-22.495916,-4.305949,1.079134,-21.379333,1.856614,1.244984,3.546131,0
20260121172007.JPG,20260121172013.JPG,5.705337,-1.593980,20.487812,5.974963,2.442995,18.930427,4.249718,2.503020,82.390967,0
20260121152708.JPG,20260121172057.JPG,4.006119,0.070808,23.764673,3.468059,1.837725,20.045996,4.236548,2.397225,7.243461,0
20260121172017.JPG,20260121172226.JPG,-4.695959,1.967845,-22.594546,-4.305039,0.375547,-21.418214,1.898787,1.165045,1.373590,0
20260121172013.JPG,20260121172102.JPG,-6.477239,2.877180,-24.992963,-4.993824,1.264993,-28.182065,3.581574,2.233834,7.964878,0
20260121172013.JPG,20260121172219.JPG,-8.157759,3.823459,-31.330304,-3.716931,-3.280518,-31.016203,6.132506,4.840320,8.193533,0
20260121172219.JPG,20260121172226.JPG,-0.092121,0.562656,-0.895983,0.091324,0.663273,-0.060763,0.861206,0.497114,4.266399,0
20260121172013.JPG,20260121172118.JPG,-16.298727,10.322522,-46.071247,-13.556586,6.304983,-52.273749,6.739898,4.550861,8.516978,0
20260121152658.JPG,20260121172000.JPG,-3.151739,3.495210,-12.566523,-2.399535,-0.667860,-14.897387,4.673370,2.788661,12.961913,0
20260121152708.JPG,20260121172219.JPG,2.862418,-0.329122,17.580056,2.792226,-2.169716,13.259592,4.689221,2.711649,5.304872,0
20260121152658.JPG,20260121172226.JPG,-0.263783,0.327987,-4.947469,-0.379438,0.196607,-3.942864,1.020893,0.588747,1.352464,0
20260121172146.JPG,20260121172210.JPG,4.518483,1.471250,18.773057,4.387536,1.508363,19.530365,0.771510,0.444237,0.701804,0
20260121171953.JPG,20260121172052.JPG,3.263250,-1.220886,13.224064,2.944699,-0.245922,14.930743,2.028742,1.149606,9.991182,0
20260121171953.JPG,20260121172210.JPG,-3.484554,2.135755,-14.861723,-3.248988,-0.266402,-13.255692,2.851293,1.673836,7.037071,0
20260121172052.JPG,20260121172057.JPG,-3.817479,2.445340,-11.788365,-3.005801,0.963827,-15.388027,3.904505,2.295740,66.414402,0
20260121152658.JPG,20260121172151.JPG,-5.356817,2.170874,-26.555337,-5.130147,1.304176,-27.153900,0.991628,0.622045,1.610174,0
20260121152631.JPG,20260121172007.JPG,1.276856,-0.095829,5.182731,1.341620,-0.354368,5.500835,0.418742,0.239602,0.305162,0
20260121152644.JPG,20260121172052.JPG,9.507996,3.160716,41.498737,4.167971,-3.564446,11.221878,30.925992,18.169864,88.752389,0
20260121152658.JPG,20260121172210.JPG,-2.479244,1.157738,-14.053879,-2.491336,0.976558,-14.068280,0.185053,0.105166,0.998731,0
20260121171953.JPG,20260121172219.JPG,-1.086709,0.562677,-4.885774,-0.942715,-1.435462,-4.612262,2.010087,1.167347,3.794062,0
20260121172007.JPG,20260121172210.JPG,-3.947422,0.375667,-21.016012,-4.090926,0.747521,-20.193890,0.892855,0.527495,1.237129,0
20260121152644.JPG,20260121172017.JPG,10.767205,6.016318,44.942756,9.863417,3.124273,42.571756,3.344446,2.221291,2.640083,0
20260121152658.JPG,20260121172110.JPG,0.976848,0.256343,2.952530,0.621834,0.650909,1.305092,1.733827,0.999295,4.395108,0
20260121152658.JPG,20260121172155.JPG,-5.318233,2.013331,-27.929603,-5.323909,1.795863,-27.010545,0.945056,0.545281,0.549032,0
20260121172017.JPG,20260121172210.JPG,-7.580698,3.733156,-31.602006,-6.809269,2.195083,-31.470432,1.317905,0.996341,2.426161,0
20260121152631.JPG,20260121172226.JPG,-0.345423,-1.057456,-6.731169,0.827724,-4.445378,-5.472436,3.686844,2.193832,1.944793,0
20260121172118.JPG,20260121172151.JPG,-0.670998,-0.709573,-7.092363,-0.416667,-1.222844,-3.543620,3.591295,2.075388,3.459063,0
